id,name,link_tour,city_id,rating_tour,number_people_rating,image,price,tour_id,start_date,start_hour,number_available_seat,number_days
133,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 3 sao)",https://is.gd/KdGo4U,6265,4.65,364,https://is.gd/tfkqj5,2290000," NDHAN155-012-251220-H",25/12/2020,06:00,9,3
134,"Sapa - Hàm Rồng - Bản Cát Cát (Khách sạn 4 sao) - Tặng vé tàu lửa mường hoa",https://is.gd/AvusQ5,6265,4.66,364,https://is.gd/gabzDc,2850000," NDHAN151-412-251220-H",25/12/2020,06:00,9,3
135,"Sapa - Hàm Rồng - Bản Cát Cát (Khách sạn 4 sao) - Tặng vé tàu lửa mường hoa",https://is.gd/Mpm1yr,6265,4.64,366,https://is.gd/gabzDc,2850000," NDHAN151-287-261220-H",26/12/2020,06:00,9,3
136,"Sapa - Hàm Rồng - Bản Cát Cát (Khách sạn 4 sao) - Tặng vé tàu lửa mường hoa",https://is.gd/uykYL8,6265,4.68,360,https://is.gd/gabzDc,2850000," NDHAN151-500-271220-H",27/12/2020,06:00,9,3
137,"Sapa - Hàm Rồng - Fansipan - Cát Cát - Secret Garden - thiên đường sống ảo giữa lòng phố núi (Silk Path 5 sao) - Tết Dương Lịch 2021",https://is.gd/neXk5Y,6265,4.61,369,https://is.gd/n7FsR7,5200000," NDHAN150-458-311220-D",31/12/2020,06:00,9,3
138,"Sapa - Hàm Rồng - Fansipan - Cát Cát - Secret Garden - thiên đường sống ảo giữa lòng phố núi (Khách sạn KK 5 sao) - Tết dương lịch 2021",https://is.gd/bQgG86,6265,4.59,373,https://is.gd/n7FsR7,4600000," NDHAN150-022-311220-D",31/12/2020,06:00,9,3
139,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 3 sao) - Tết dương lịch 2021",https://is.gd/IbIDuv,6265,4.61,371,https://is.gd/tfkqj5,3290000," NDHAN155-015-311220-D",31/12/2020,06:00,9,3
140,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 3 sao) - Tết dương lịch 2021",https://is.gd/WKGoWK,6265,4.63,368,https://is.gd/tfkqj5,3290000," NDHAN155-510-311220-D",31/12/2020,06:00,9,3
141,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 4 sao) - Tết dương lịch 2021",https://is.gd/HSCHnm,6265,4.63,365,https://is.gd/gabzDc,3690000," NDHAN151-500-311220-D",31/12/2020,06:00,9,3
142,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 4 sao) - Tết dương lịch 2021",https://is.gd/smXOM3,6265,4.65,364,https://is.gd/gabzDc,3690000," NDHAN151-520-311220-D",31/12/2020,06:00,9,3
143,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 4 sao) - Tết dương lịch 2021",https://is.gd/5IEhY6,6265,4.68,360,https://is.gd/gabzDc,3890000," NDHAN151-100-010121-D",01/01/2021,06:00,9,3
144,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 4 sao) - Tết dương lịch 2021",https://is.gd/Hk6CZp,6265,4.68,361,https://is.gd/gabzDc,3690000," NDHAN151-001-010121-D",01/01/2021,06:00,9,3
145,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 4 sao) - Tết dương lịch 2021",https://is.gd/Ym3g2Q,6265,4.7,358,https://is.gd/gabzDc,3890000," NDHAN151-200-010121-D",01/01/2021,06:00,9,3
146,"Sapa - Hàm Rồng - Fansipan - Cát Cát (Khách sạn 3 sao) - Tết dương lịch 2021",https://is.gd/qrHH1e,6265,4.68,360,https://is.gd/tfkqj5,3290000," NDHAN155-001-010121-D",01/01/2021,06:00,9,3
147,"Sapa - Hàm Rồng - Fansipan - Cát Cát - Secret Garden - thiên đường sống ảo giữa lòng phố núi (Silk Path 5 sao) - Tết Dương Lịch 2021",https://is.gd/ik51xx,6265,4.66,362,https://is.gd/n7FsR7,5200000," NDHAN150-100-010121-D",01/01/2021,06:00,6,3
148,"Sapa - Hàm Rồng - Fansipan - Cát Cát - Secret Garden - thiên đường sống ảo giữa lòng phố núi (Khách sạn KK 5 sao) - Tết dương lịch 2021",https://is.gd/fpQvMq,6265,4.66,365,https://is.gd/n7FsR7,4600000," NDHAN150-001-010121-D",01/01/2021,06:00,9,3
149,"Nha Trang - Thành phố biển Mộng Mơ - Ks 5* InterContinental Nha Trang",https://is.gd/NQ7Spb,5425,4.7,360,https://is.gd/yxSaAm,5690000," NDHAN548-037-261220VN-D",26/12/2020,14:00,9,3
150,"Nha Trang - Ninh Chữ - Đồng Cừu - Vĩnh Hy - TOUR SKM MỪNG SINH NHẬT CÔNG TY 25 TUỔI",https://is.gd/H8sOTw,5425,4.69,360,https://is.gd/gfuFns,4990000," NDHAN544-030-271220VN-H",27/12/2020,08:40,9,4
151,"Phú Quốc -  Thiên đường biển Tây Nam - Bãi sao - Thử Tài Câu Cá (Khách Sạn 4*  ,Bamboo Airways) -Tết Dương Lịch 2021",https://is.gd/rc5Vyx,5425,4.64,368,https://is.gd/D9huYe,7490000," NDHAN772-029-311220QH-D",31/12/2020,13:55,9,4
152,"Phú Quốc -  Thiên đường biển Tây Nam - Bãi sao - Thử Tài Câu Cá (Khách Sạn 4*,Bamboo Airways) - Tết Dương Lịch 2021",https://is.gd/oi9OsY,5425,4.66,362,https://is.gd/D9huYe,7990000," NDHAN772-049-020121QH-D",02/01/2021,07:55,9,4
153,"Phú Quốc -  Thiên đường biển Tây Nam - Bãi sao - Thử Tài Câu Cá (Khách Sạn 5*,Bamboo Airways)",https://is.gd/549Zdk,5425,4.68,360,https://is.gd/D9huYe,6990000," NDHAN772-039-070121QH-D",07/01/2021,07:55,9,4
154,"Phú Quốc -  Thiên đường biển Tây Nam - Bãi sao - Thử Tài Câu Cá (Khách Sạn 5*,Bamboo Airways)",https://is.gd/1TSJKf,5425,4.68,360,https://is.gd/D9huYe,6990000," NDHAN772-050-090121QH-D",09/01/2021,07:55,9,4
155,"Phú Quốc -  Thiên đường biển Tây Nam - Bãi sao - Thử Tài Câu Cá (Khách Sạn 5*,Bamboo Airways)",https://is.gd/Bzuoxu,5425,4.68,360,https://is.gd/D9huYe,6990000," NDHAN772-040-140121QH-D",14/01/2021,07:55,9,4
156,"Phú Quốc - Thiên đường biển Tây Nam - Bãi sao - Thử Tài Câu Cá - Tết Dương Lịch 2021***",https://is.gd/pmXJ8O,1499,4.68,360,https://is.gd/RmBg7v,9990000," NDHAN770-114-311220VN-H",31/12/2020,09:30,9,4
157,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/7KDJMV,1499,4.68,360,https://is.gd/DvWjFS,4990000," NDHAN782-002-080121VJ-V",08/01/2021,10:50,9,3
158,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/dFOlzE,1499,4.69,359,https://is.gd/DvWjFS,4990000," NDHAN782-010-090121VJ-V",09/01/2021,10:50,9,3
159,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/nqm8yC,1499,4.7,358,https://is.gd/DvWjFS,4990000," NDHAN782-003-150121VJ-V",15/01/2021,10:50,9,3
160,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/IKIyI4,1499,4.7,359,https://is.gd/DvWjFS,4990000," NDHAN782-011-160121VJ-V",16/01/2021,10:50,9,3
161,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/NclO3v,1499,4.7,359,https://is.gd/DvWjFS,4990000," NDHAN782-004-220121VJ-V",22/01/2021,10:50,9,3
162,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/30kzR2,1499,4.69,360,https://is.gd/DvWjFS,4990000," NDHAN782-012-230121VJ-V",23/01/2021,10:50,9,3
163,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/j4i8O1,1499,4.67,361,https://is.gd/DvWjFS,4990000," NDHAN782-005-050321VJ-V",05/03/2021,10:50,9,3
164,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/B3IYXe,1499,4.68,360,https://is.gd/DvWjFS,4990000," NDHAN782-013-060321VJ-V",06/03/2021,10:50,9,3
165,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/0bpkDx,1499,4.7,358,https://is.gd/DvWjFS,4990000," NDHAN782-006-120321VJ-V",12/03/2021,10:50,9,3
166,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/s7ZT25,1499,4.69,359,https://is.gd/DvWjFS,4990000," NDHAN782-014-130321VJ-V",13/03/2021,10:50,9,3
167,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/7QRpIL,1499,4.69,359,https://is.gd/DvWjFS,4990000," NDHAN782-007-190321VJ-V",19/03/2021,10:50,9,3
168,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/tVFYm5,1499,4.69,359,https://is.gd/DvWjFS,4990000," NDHAN782-015-200321VJ-V",20/03/2021,10:50,9,3
169,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/TX4tjO,1499,4.7,358,https://is.gd/DvWjFS,4990000," NDHAN782-008-260321VJ-V",26/03/2021,10:50,9,3
170,"Phú Quốc - Ngắm Hoàng Hôn Tại Sunset Sanato - Bãi Sao - Thiền Viện Trúc Lâm Hộ Quốc - Bay Vietjet",https://is.gd/0qEXUq,1499,4.69,359,https://is.gd/DvWjFS,4990000," NDHAN782-016-270321VJ-V",27/03/2021,10:50,9,3
171,"Phú Yên - Quy Nhơn (Khách sạn 4&3*) - Việt Nam Dưới Cánh Chim Bay",https://is.gd/vaKG7S,6268,4.28,422,https://is.gd/S6AfHp,3590000," NDSGN687-081-161220VJ-D-F-7",16/12/2020,05:40,6,3
172,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/82am3b,6268,4.59,374,https://is.gd/S6AfHp,3590000," NDSGN687-033-201220VJ-D-F-7",20/12/2020,05:40,9,3
173,"Phú Yên - Quy Nhơn (Khách sạn 4&3*) - Lễ Giáng Sinh",https://is.gd/sGhhmA,6268,4.4,396,https://is.gd/S6AfHp,3790000," NDSGN687-084-231220VJ-D-F-7",23/12/2020,05:40,9,3
174,"Phú Yên - Quy Nhơn (Khách sạn 4*) - Việt Nam Dưới Cánh Chim Bay",https://is.gd/fZ3vEO,6268,4.5,386,https://is.gd/S6AfHp,4390000," NDSGN687-085-261220VJ-D-F",26/12/2020,05:40,9,3
175,"Phú Yên - Quy Nhơn (Khách sạn 4*) - Việt Nam Dưới Cánh Chim Bay",https://is.gd/pmGhCe,6268,4.53,379,https://is.gd/S6AfHp,3990000," NDSGN687-086-271220VJ-D-F",27/12/2020,05:40,9,3
176,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/EXPUTL,6268,4.6,371,https://is.gd/S6AfHp,3590000," NDSGN687-003-060121VJ-D-F",06/01/2021,06:05,9,3
177,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/FKwchj,6268,4.58,374,https://is.gd/S6AfHp,3990000," NDSGN687-004-080121VJ-D-F",08/01/2021,06:05,9,3
178,"Phú Yên - Quy Nhơn - Eo Gió (Khách sạn 4&3*. Tour Tiêu Chuẩn)",https://is.gd/p7aap8,6268,4.67,361,https://is.gd/QlJVUJ,4390000," NDSGN593-001-090121VJ-D",09/01/2021,05:40,9,4
179,"Phú Yên - Quy Nhơn - Eo Gió (Khách sạn 4* trọn tour. Tour Tiêu Chuẩn)",https://is.gd/64YLMj,6268,4.69,359,https://is.gd/QlJVUJ,4990000," NDSGN593-001-090121VJ-D-1",09/01/2021,05:40,10,4
180,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/XFUUzw,6268,4.63,368,https://is.gd/S6AfHp,3590000," NDSGN687-005-100121VJ-D-F",10/01/2021,06:05,9,3
181,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/DZvcSf,6268,4.61,368,https://is.gd/S6AfHp,3590000," NDSGN687-006-130121VJ-D-F",13/01/2021,06:05,9,3
182,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/SxXzro,6268,4.65,363,https://is.gd/S6AfHp,3990000," NDSGN687-007-150121VJ-D-F",15/01/2021,06:05,9,3
183,"Phú Yên - Quy Nhơn - Eo Gió (Khách sạn 4* trọn tour. Tour Tiêu Chuẩn)",https://is.gd/Elbv0D,6268,4.7,358,https://is.gd/QlJVUJ,4990000," NDSGN593-002-160121VJ-D-1",16/01/2021,05:40,10,4
184,"Phú Yên - Quy Nhơn - Eo Gió (Khách sạn 4&3*. Tour Tiêu Chuẩn)",https://is.gd/r4YdMA,6268,4.7,358,https://is.gd/QlJVUJ,4390000," NDSGN593-002-160121VJ-D",16/01/2021,05:40,9,4
185,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/cOFaG1,6268,4.65,364,https://is.gd/S6AfHp,3590000," NDSGN687-008-170121VJ-D-F",17/01/2021,06:05,9,3
186,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/ljY4UI,6268,4.67,367,https://is.gd/S6AfHp,3590000," NDSGN687-009-200121VJ-D-F",20/01/2021,06:05,9,3
187,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/m1vz94,6268,4.65,363,https://is.gd/S6AfHp,3990000," NDSGN687-010-220121VJ-D-F",22/01/2021,06:05,9,3
188,"Phú Yên - Quy Nhơn - Eo Gió (Khách sạn 4&3*. Tour Tiêu Chuẩn)",https://is.gd/GiQZ63,6268,4.7,358,https://is.gd/QlJVUJ,4390000," NDSGN593-003-230121VJ-D",23/01/2021,05:40,9,4
189,"Phú Yên - Quy Nhơn - Eo Gió (Khách sạn 4* trọn tour. Tour Tiêu Chuẩn)",https://is.gd/2Ge3lF,6268,4.7,358,https://is.gd/QlJVUJ,4990000," NDSGN593-003-230121VJ-D-1",23/01/2021,05:40,10,4
190,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/o8HF7S,6268,4.68,362,https://is.gd/S6AfHp,3590000," NDSGN687-011-240121VJ-D-F",24/01/2021,06:05,9,3
191,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Giá Sốc)",https://is.gd/VOHHHU,6268,4.65,363,https://is.gd/S6AfHp,3990000," NDSGN687-012-270121VJ-D-F",27/01/2021,06:05,9,3
192,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Tiêu Chuẩn) - Mùng 2 Tết",https://is.gd/ZwoDzm,6268,4.48,383,https://is.gd/S6AfHp,7990000," NDSGN687-013-130221VJ-D",13/02/2021,05:40,9,3
193,"Quy Nhơn - Phú Yên (Nghỉ dưỡng FLC Luxury 5*) - Mùng 2 Tết",https://is.gd/R86CYm,6268,4.7,358,https://is.gd/5CfWt0,11390000," NDSGN595-001-130221VJ-D",13/02/2021,11:45,9,4
194,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Tiêu Chuẩn)  - Mùng 3 Tết",https://is.gd/HBswho,6268,4.54,378,https://is.gd/S6AfHp,7990000," NDSGN687-014-140221VJ-D",14/02/2021,05:40,9,3
195,"Quy Nhơn - Phú Yên (Khách sạn 3*. Tour Tiết Kiệm) - Mùng 3 Tết",https://is.gd/eF47Nz,6268,4.68,360,https://is.gd/KC2Cu5,8790000," NDSGN591-002-140221VJ-V",14/02/2021,11:45,9,4
196,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Tiêu Chuẩn) - Mùng 4 Tết",https://is.gd/WIZv5Z,6268,4.6,370,https://is.gd/S6AfHp,7990000," NDSGN687-015-150221VJ-D",15/02/2021,05:40,9,3
197,"Quy Nhơn - Phú Yên (Khách sạn 3*. Tour Tiết Kiệm) - Mùng 4 Tết",https://is.gd/vSdbHo,6268,4.7,358,https://is.gd/KC2Cu5,8790000," NDSGN591-003-150221VJ-V",15/02/2021,11:45,9,4
198,"Phú Yên - Quy Nhơn (Nghỉ dưỡng 2 đêm FLC Luxury 5*)  - Mùng 5 Tết",https://is.gd/VP1NIS,6268,4.65,367,https://is.gd/LCGANH,8590000," NDSGN685-001-160221VJ-D",16/02/2021,05:40,9,3
199,"Phú Yên - Quy Nhơn (Khách sạn 4&3*. Tour Tiêu Chuẩn)  - Mùng 6 Tết",https://is.gd/58nyDc,6268,4.65,366,https://is.gd/S6AfHp,6590000," NDSGN687-017-170221VJ-D",17/02/2021,05:40,4,3
200,"Quy Nhơn - Phú Yên (Khách sạn 3*. Tour Tiết Kiệm) - Mùng 6 Tết",https://is.gd/TOKxRZ,6268,4.69,359,https://is.gd/KC2Cu5,7990000," NDSGN591-004-170221VJ-V",17/02/2021,11:45,9,4
